title,url,source,category,college,location,description,department,specialization,systemGroup
Clinical Instructor of Nutrition (Non-Tenure Track),https://facultycareers.gsu.edu/postings/6382,GA,Faculty,Georgia State University,"Atlanta, GA",,Nutrition (Non-Tenure Track),Nutrition (Non-Tenure Track),Georgia
"Clinical Instructor of Pediatrics (Fellow) CHLA Los Angeles, CA",https://usccareers.usc.edu/job/los-angeles/clinical-instructor-of-pediatrics-fellow-chla/1209/92187558800,CA Private,Faculty,University of Southern California,"University of Southern California, CA",,"Pediatrics (Fellow) CHLA Los Angeles, CA","Pediatrics (Fellow) CHLA Los Angeles, CA",California Private
"Clinical Instructor of Pediatrics (Fellow) CHLA Los Angeles, CA",https://usccareers.usc.edu/job/los-angeles/clinical-instructor-of-pediatrics-fellow-chla/1209/92187558704,CA Private,Faculty,University of Southern California,"University of Southern California, CA",,"Pediatrics (Fellow) CHLA Los Angeles, CA","Pediatrics (Fellow) CHLA Los Angeles, CA",California Private
Clinical Instructor Region: Central New York Open until filled,https://careers.upstate.edu/jobs/clinical-instructor-syracuse-new-york-united-states?source=&utm_source=,NY,Faculty,SUNY Upstate Medical University,"SUNY Upstate Medical University, NY",,,,New York Public
Clinical Instructor-Allied Health Programs,https://ctstatecommunitycollege.applytojob.com/apply/MadmhAgzmU,CT State,Faculty/Teaching,CT State Community College,"New Britain, CT",,,,Connecticut
Clinical Instructor-Clinical Assistant Professor — Nursing,https://careers.umich.edu/job_detail/272098/clinical-instructor-clinical-assistant-professor,MI,Faculty,University of Michigan,"Ann Arbor, MI",,Nursing,Nursing,
CLINICAL INSTRUCTOR-CLINICAL PROFESSOR — Nursing,https://careers.umich.edu/job_detail/269304/clinical-instructor-clinical-professor,MI,Faculty,University of Michigan,"Ann Arbor, MI",,Nursing,Nursing,
CLINICAL INSTRUCTOR-CLINICAL PROFESSOR — Nursing,https://careers.umich.edu/job_detail/274495/clinical-instructor-clinical-professor,MI,Faculty,University of Michigan,"Ann Arbor, MI",,Nursing,Nursing,
CLINICAL INSTRUCTOR-CLINICAL PROFESSOR — Nursing,https://careers.umich.edu/job_detail/274489/clinical-instructor-clinical-professor,MI,Faculty,University of Michigan,"Ann Arbor, MI",,Nursing,Nursing,
CLINICAL INSTRUCTOR-CLINICAL PROFESSOR — Nursing,https://careers.umich.edu/job_detail/273648/clinical-instructor-clinical-professor,MI,Faculty,University of Michigan,"Ann Arbor, MI",,Nursing,Nursing,
CLINICAL INSTRUCTOR-CLINICAL PROFESSOR — Nursing,https://careers.umich.edu/job_detail/272074/clinical-instructor-clinical-professor,MI,Faculty,University of Michigan,"Ann Arbor, MI",,Nursing,Nursing,
CLINICAL INSTRUCTOR-CLINICAL PROFESSOR — Nursing,https://careers.umich.edu/job_detail/272053/clinical-instructor-clinical-professor,MI,Faculty,University of Michigan,"Ann Arbor, MI",,Nursing,Nursing,
Clinical Instructor-Nursing,https://ctstatecommunitycollege.applytojob.com/apply/zAy5ef8XId,CT State,Faculty/Teaching,CT State Community College,"New Britain, CT",,,,Connecticut
"Clinical Instructor, Dental Hygiene",https://isu.csod.com/ux/ats/careersite/5/home/requisition/2660?c=isu,ID,Faculty,Idaho State University,"Pocatello, ID",,Dental Hygiene,Dental Hygiene,
"Clinical Instructor, Division of Speech and Language Pathology Region: Southern Tier Open until filled",http://binghamton.interviewexchange.com/jobofferdetails.jsp?JOBID=180866,NY,Faculty,Binghamton University (SUNY),"Binghamton University (SUNY), NY",,,,New York Public
"Clinical Instructor, ESTEC – College of Technology",https://isu.csod.com/ux/ats/careersite/5/home/requisition/2663?c=isu,ID,Faculty,Idaho State University,"Pocatello, ID",,,,
"Clinical Instructor, Hospitalist/Nocturnist, Division of Cardiology, Department of Medicine, UW Medicine Medicine, Cardiology",https://ap.washington.edu/ahr/position-details/?job_id=156246,WA,Faculty,University of Washington,"Seattle, WA",,,,Washington
"Clinical Instructor/Academic Fieldwork Coordinator, College of Technology",https://isu.csod.com/ux/ats/careersite/5/home/requisition/2687?c=isu,ID,Faculty,Idaho State University,"Pocatello, ID",,College of Technology,College of Technology,
Clinical Instructor/Assistant Professor in Nursing,https://appstate.peopleadmin.com/postings/53444,NC,Faculty,Appalachian State University,"Boone, NC",,Nursing,Nursing,
Clinical Instructor/Clinical Assistant Professor of Respiratory Therapy,https://facultycareers.gsu.edu/postings/6631,GA,Faculty,Georgia State University,"Atlanta, GA",,Respiratory Therapy,Respiratory Therapy,Georgia
"Clinical Instructor/Clinical Assistant Professor/Clinical Associate Professor, Hospital Medicine Program AY 2026 - 27, General Internal Medicine Medicine, General Internal Medicine",https://ap.washington.edu/ahr/position-details/?job_id=169267,WA,Faculty,University of Washington,"Seattle, WA",,"27, General Internal Medicine Medicine, General Internal Medicine","27, General Internal Medicine Medicine, General Internal Medicine",Washington
Clinical Instructor/Clinical Assistant Professor/Clinical Associate Professor/Professor — AAH CON Adv Nurs Pract and Educ,https://ecu.peopleadmin.com/postings/91704,NC,Faculty,East Carolina University,"Greenville, NC",,AAH CON Adv Nurs Pract and Educ,AAH CON Adv Nurs Pract and Educ,
Clinical Instructor/Hospitalist Fellow Region: Central New York Open until filled,https://careers.upstate.edu/jobs/clinical-instructor-hospitalist-fellow-syracuse-new-york-united-states?source=&utm_source=,NY,Faculty,SUNY Upstate Medical University,"SUNY Upstate Medical University, NY",,,,New York Public
Clinical Instructors - Internal Med Primary Care Physician for a clinic in,https://ap.washington.edu/ahr/position-details/?job_id=172640,WA,Faculty,University of Washington,"Seattle, WA",,Internal Med Primary Care Physician for a clinic in,Internal Med Primary Care Physician for a clinic in,Washington
Clinical Instructors - Internal Med Primary Care Physicians for a clinic in North,https://ap.washington.edu/ahr/position-details/?job_id=166255,WA,Faculty,University of Washington,"Seattle, WA",,Internal Med Primary Care Physicians for a clinic in North,Internal Med Primary Care Physicians for a clinic in North,Washington
Clinical Lecturer,https://employmentopportunities.umb.edu/boston/en-us/job/529572/clinical-lecturer,UMass,Faculty Full Time,UMass Boston,"UMass Boston, MA",,,,Massachusetts Public
Clinical Lecturer,https://employmentopportunities.umb.edu/boston/en-us/job/529571/clinical-lecturer,UMass,Faculty Full Time,UMass Boston,"UMass Boston, MA",,,,Massachusetts Public
Clinical Lecturer / Clinical Assistant Professor,https://explore.jobs.ufl.edu/en-us/job/534938/clinical-lecturer-clinical-assistant-professor,FL,Faculty,University of Florida,"Gainesville, FL",,,,Florida
Clinical Neuropsychologist - Health Sciences Clinical Professor and Clinical Neurology Series,https://recruit.ap.uci.edu/JPF09719,UC,Faculty,UC Irvine,"Irvine, CA",,Health Sciences Clinical Professor and Clinical Neurology Series,Health Sciences Clinical Professor and Clinical Neurology Series,California Public
Clinical Non-Tenure Track Professor (Open Rank),https://indiana.peopleadmin.com/postings/32329,IN,Faculty,Indiana University,"Bloomington, IN",,,,Indiana
Clinical Nutrition Program Director (12¿month Clinical Assistant Professor or Clinical Instructor) Region: Western New York Open until filled,https://www.ubjobs.buffalo.edu/postings/60797,NY,Faculty,University at Buffalo (SUNY),"University at Buffalo (SUNY), NY",,,,New York Public
Clinical or Tenure Assistant / Associate Professor - Dermatology,https://careers.k-state.edu/jobs/clinical-or-tenure-assistant-associate-professor-dermatology-manhattan-kansas-united-states,KS,Faculty,Kansas State University,"Manhattan, KS",,Dermatology,Dermatology,Kansas
Clinical or Tenure Assistant / Associate Professor (Anesthesia),https://careers.k-state.edu/jobs/clinical-or-tenure-assistant-associate-professor-anesthesia-manhattan-kansas-united-states,KS,Faculty,Kansas State University,"Manhattan, KS",,,,Kansas
Clinical or Tenure Assistant / Associate Professor / Professor of Equine Medicine,https://careers.k-state.edu/jobs/clinical-or-tenure-assistant-associate-professor-professor-of-equine-medicine-manhattan-kansas-united-states,KS,Faculty,Kansas State University,"Manhattan, KS",,Equine Medicine,Equine Medicine,Kansas
Clinical Postdoctoral Associate,https://explore.jobs.ufl.edu/en-us/job/537161/clinical-postdoctoral-associate,FL,Faculty,University of Florida,"Gainesville, FL",,,,Florida
CLINICAL PROFESSOR — Nursing,https://careers.umich.edu/job_detail/270418/clinical-professor,MI,Faculty,University of Michigan,"Ann Arbor, MI",,Nursing,Nursing,
"Clinical Professor (all ranks), Graduate Nursing, Starting Spring 2026",https://apply.interfolio.com/173792,TX,Faculty,Baylor University,"Waco, TX","Description Baylor University's Louise Herrington School of Nursing is currently seeking candidates for clinical track faculty positions teaching in the online Doctor of Nursing Practice program. We are actively recruiting new faculty with a strong commitment to the classroom and an equally strong commitment to utilizing nursing knowledge as we fulfill our mission and pursue Baylor's bold vision, Baylor in Deeds . Responsibilities include teaching and related scholarly work, clinical scholarship, and service to the school and the university, the faculty member's professional field, one's religious congregation, and the community. The areas of responsibility will vary according to the faculty member's specialty area and specific assignment. Preferred Specialties : Nurse Midwifery ( NM) Baylor University offers competitive salaries and benefits. The budgeted salary range that the university expects to pay for this position is $80,000 to $120,000. A wide range of factors are considered in making compensation decisions, including but not limited to experience, skills, knowledge, abilities, education, licensure and certification, analysis of internal equity, and other business and organizational needs. As part of the Baylor family, eligible employees receive a comprehensive benefits package that includes medical, dental, and vision insurance, generous time off, tuition remission, and retirement contributions. To the extent that a faculty or staff member is benefits eligible, Baylor has a comprehensive benefits plan that supports you and your family's well-being and allows you to be a part of the life of a vibrant and active college campus. &nbsp; About Baylor University in Dallas : As the oldest college in Texas, Baylor University has a population of 21,000 diverse students. While the main campus is in Waco, Texas , Baylor has been offering nursing degrees in Dallas for over a century. Currently, Baylor University is offering nursing courses in our modern facility conven",,,Texas
Clinical Professor in Psychology,https://cuny.jobs/new-york-ny/clinical-professor-in-psychology/8276F2D4B7CB41118F889E57D65463A5/job/,NY,Faculty,City College,"City College, NY","Clinical Professor in Psychology FACULTY VACANCY ANNOUNCEMENT The Ph.D. program in Clinical Psychology at the City College of New York (CCNY) invites applications for a full- time (non tenure-track) faculty position at the rank of Clinical Professor to begin in Fall 2026. The position involves teaching doctoral students and supervising their clinical work. There is no research supervision or production required. The CCNY Psychology Department is a vibrant and diverse department located in Harlem, serving over 2000 undergraduate majors, with master’s programs in General Psychology and Mental Health Counseling, and an APA-accredited doctoral program in Clinical Psychology. The Ph.D. program has a longstanding commitment to training professionals who address the needs of underserved and minority populations. The successful candidate will teach two courses at the doctoral level each semester as well as provide individual and group supervision of cases at our Psychological Center. They will also share responsibility for committee and department assignments including administrative, supervisory, and other functions. The ideal candidate should have three or more years of supervisory experience beyond their licensure as a psychologist in New York State, have a strong commitment to student training and mentorship, the ability to integrate practical clinical experience with academic instruction, a dedication to upholding the ethical standards and core values of the profession, and effective communication and interpersonal skills. QUALIFICATIONS A doctoral degree (Ph.D. or Psy.D.) in Clinical Psychology. The candidate must be a Licensed Clinical Psychologist in the state of New York and have extensive experience in providing direct clinical services, and training and supervising psychology trainees. The ability to teach successfully and the ability to cooperate with others for the good of the institution. Preferred Qualifications Previous experience teaching at the university level and background in assessment, and evidence-based practices. COMPENSATION Salary Range: $120,000 - $130,000 CUNY offers faculty a competitive compensation and benefits package covering health insurance, pension and retirement benefits, paid parental leave, and savings programs. We also provide mentoring and support for research, scholarship, and publication as part of our commitment to ongoing faculty professional development. HOW TO APPLY Only applications submitted through CUNYfirst will be considered for this position. If you are viewing this job posting in CUNYfirst, please click on ""Apply Now"" at the bottom of this page and follow the instructions. If you are viewing this job posting externally, please apply as follows: Go to https://cuny.jobs/ Search for Job Opening ID number: 31704 Click on the ""Apply Now"" button and follow the instructions. Applications, including the following must be uploaded to the CUNYfirst job application website as a single PDF document: Cover Letter Curriculum Vitae Statement of teaching interests and goals and clinical supervision Names and contact information for three professional references CLOSING DATE March 31, 2026 JOB SEARCH CATEGORY CUNY Job Posting: Faculty EQUAL EMPLOYMENT OPPORTUNITY CUNY encourages people with disabilities, minorities, veterans and women to apply. At CUNY, Italian Americans are also included among our protected groups. Applicants and employees will not be discriminated against on the basis of any legally protected category, including sexual orientation or gender identity. EEO/AA/Vet/Disability Employer. Job ID: 31704 Location: City College of New York Job Type: Full-Time",Psychology,Psychology,New York Public
"Clinical Professor of Engineering,",https://www.hmc.edu/dean-of-faculty/2025/11/07/clinical-professor-of-engineering/,Claremont,Faculty,Harvey Mudd College,"Claremont, CA",,Engineering,Engineering,
Clinical Professor of Law,https://indiana.peopleadmin.com/postings/32248,IN,Faculty,Indiana University,"Bloomington, IN",,Law,Law,Indiana
Clinical Professor of Law,https://indiana.peopleadmin.com/postings/32023,IN,Faculty,Indiana University,"Bloomington, IN",,Law,Law,Indiana
"Clinical Professor of Supply Chain Management - Houston, Texas, United States - of General Business, Marketing, and Supply Chain Management of the Marilyn Davies College",https://careers.uh.edu/jobs/clinical-professor-of-supply-chain-management-houston-texas-united-states,TX,Faculty,University of Houston,"Houston, TX",,"of General Business, Marketing, and Supply Chain Management of the Marilyn Davies College","of General Business, Marketing, and Supply Chain Management of the Marilyn Davies College",Texas
Clinical Psychologist (Adolescent and Adult DBT Program)- Instructor/Assistant Professor at the CUMC,https://apply.interfolio.com/169313,NY,Faculty,Columbia University,"Columbia University, NY","The Department of Psychiatry is seeking psychologists assigned to work in the Psychiatry FPO at CUIMC. These are full-time, clinical positions that will involve seeing patients our comprehensive Dialectical Behavior Therapy (DBT) programs and our intensive outpatient DBT programs, in addition to carrying general cases within the Psychiatry FPO. Background: Our Adolescent and Adult DBT programs each involve multiple levels of outpatient care treating a community of patients and families within a multidisciplinary team of highly motivated and intensively trained clinicians. Within Adolescent DBT, we offer a Linehan Board of Certification™ Certified Comprehensive DBT Program as well as the Intensive Adolescent &amp; Family DBT Program (IAF-DBT), an outpatient afterschool DBT intensive program for teens and their parents/guardians who present with significant emotion dysregulation and high-risk behaviors. Similarly, our Adult DBT Programs include a Linehan Board of Certification™ Certified Comprehensive DBT Program as well as the Accelerated DBT program (ADBT), an intensive outpatient evening DBT program for adults who present with significant emotion dysregulation and high-risk behaviors. The CUIMC Psychiatry FPO sees a mix of managed care and private pay patients, and has a particular focus on serving the Columbia medical center community, among others. We prioritize evidence-based interventions and have an array of specialized programs to best serve our patients. All positions currently allow for hybrid work, with on-site time spent in our Columbus Circle offices in midtown Manhattan. Our faculty serve as part of multi-disciplinary teams with ample opportunities to learn from and consult with colleagues. There are also professional development funds available to faculty to support DBT certification, licensure renewals, as well as obtaining additional training, conference attendance, professional organization members, among other opportunities. See our website for mor",,,New York Public
Clinical Psychologist (Child and Adolescent Psychiatry Division)- Instructor/Assistant/Associate Professor at the CUMC,https://apply.interfolio.com/165621,NY,Faculty,Columbia University,"Columbia University, NY","The Division of Child and Adolescent Psychiatry at Columbia University Medical Center seeks to fill multiple clinical faculty positions for child and adolescent psychologists at the Instructor and Assistant Professor level. For all positions, responsibilities will include providing direct patient care, including assessment and psychotherapy, and teaching and supervision of trainees. Clinical work will consist mostly of providing comprehensive psychological care to children and adolescents in outpatient, emergency, or inpatient consultation settings. The setting requires flexibility, consultative skills, and active collaboration with other providers and team members. Working collaboratively in an interdisciplinary team with strong interpersonal and communication skills is important. Candidates will have opportunities to attend case conferences, peer supervision, and Grand Rounds at CUIMC. Candidates will work closely with a clinical team, including other psychologists, as well as psychiatrists and psychiatric nurse-practitioners. Opportunities may exist for clinical supervision and teaching.",,,New York Public
Clinical Psychologist (Clinical Day Program)- Assistant Professor at the CUMC,https://apply.interfolio.com/170698,NY,Faculty,Columbia University,"Columbia University, NY","There are immediate openings for licensed clinical psychologists at the CUIMC Faculty Practice Organization (FPO) in Manhattan.&nbsp; These are full-time, clinical positions in the Columbia Day Program.&nbsp; Primary responsibilities involve conducting group therapy utilizing empirically supported treatments, diagnostic/intake evaluations of adults, and individual treatment planning and progress monitoring with patients.&nbsp; Background:&nbsp; The CUIMC FPO sees a mix of private pay and managed care patients and has a particular focus on serving the Columbia medical center community, among others.&nbsp; We prioritize evidence-based interventions and have an array of specialized programs to best serve our patients.&nbsp; All positions currently allow for hybrid work, and for this position in-person work will take place on the main medical center campus in Washington Heights. Our faculty serve as part of multi-disciplinary teams with ample opportunities to learn from and consult with colleagues.&nbsp; There are also professional development funds available to faculty to support licensure renewals, as well as obtaining additional training, conference attendance, professional organization members, among other opportunities. See our website for more information about our department:&nbsp; https://www.columbiadoctors.org/specialties/psychiatry &nbsp; Responsibilities: &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp; Candidate(s) will conduct intake evaluations/diagnostic assessments of patients with psychiatric disorders and psychological distress. Candidate(s) will provide group psychotherapy. Candidate(s) will work closely with a clinical team, including other psychologists/social workers, psychiatrists and psychiatric nurse-practitioners. Candidate(s) will have opportunities to attend case conferences, peer supervision and Grand Rounds at CUMC. Opportunities may exist for clinical supervision and teaching. &nbsp;",,,New York Public
"Clinical Psychologist (HS Clinical Professor, Open Ranks) - Child, Adolescent & Adult",https://recruit.ap.uci.edu/JPF10060,UC,Faculty,UC Irvine,"Irvine, CA",,"Child, Adolescent & Adult","Child, Adolescent & Adult",California Public
Clinical Radiologist (Assistant/Associate/Professor - Radiology - Porter Medical),https://www.uvmjobs.com/postings/85424,VT,Faculty,University of Vermont,"Burlington, VT",,Radiology — Porter Medical),Radiology — Porter Medical),Vermont
"Clinical Scholar Faculty - Immunology, Oncology, Neurology, Pharmacist Implement Studies, Ambulatory Care",https://recruit.ap.uci.edu/JPF09546,UC,Faculty,UC Irvine,"Irvine, CA",,"Immunology, Oncology, Neurology, Pharmacist Implement Studies, Ambulatory Care","Immunology, Oncology, Neurology, Pharmacist Implement Studies, Ambulatory Care",California Public
Clinical Veterinarian Faculty,https://apply.interfolio.com/157750,NY,Faculty,University of Rochester,"University of Rochester, NY","·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Assist the Director of Veterinary Services and other clinical veterinarian with clinical &amp; surgical support of a research program enrolling large and small animal species (macaques, marmosets, sheep, swine, rabbits, mice, rats and zebrafish). ·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Assist the Director of Veterinary Services and other clinical veterinarian implement and oversee a program of daily veterinary care evaluating and addressing diseases or disorders assisted by four NYS licensed veterinary technicians. ·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Manage a colony health sentinel or surveillance program for rodents and other animals. ·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Providing health information to other institutions that have requested some of our resident animals overseeing quarantine procedures of newly arrived animals. ·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Collaborate with researchers in design, refinement and implementation of research protocols. ·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Interact directly with research faculty and staff to address program, protocol or institution-specific priorities assisted by the other veterinarians. ·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; IACUC Member with full participation in monthly meetings, protocol &amp; modification review, training, post-approval monitoring animal lab visits and semiannual program reviews &amp; facility inspections. ·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Meet with new research faculty and recruits to determine how best to meet University research program needs and to build, productive, collaborative relationships. ·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Instruct students and research team members in group and one-on-one teaching experiences ·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Publish original, collaborative research findings and case reports in p",,,New York Public
Clinical/Applied Assistant Professor and Clinical Coordinator of Radiologic Technology,https://hartford.peopleadmin.com/postings/7576,CT,Faculty,University of Hartford,"University of Hartford, CT",,,,Connecticut
Clinical/Applied Assistant Professor of Psychology (position starting 2026 - 2027),https://hartford.peopleadmin.com/postings/7530,CT,Faculty,University of Hartford,"University of Hartford, CT",,Psychology (position starting 2026 - 2027),Psychology (position starting 2026 - 2027),Connecticut
Clinical/Applied Assistant Professor of Radiologic Technology,https://hartford.peopleadmin.com/postings/7577,CT,Faculty,University of Hartford,"University of Hartford, CT",,Radiologic Technology,Radiologic Technology,Connecticut
Clinician Educator Assistant Professor of Orthopedics & Rehabilitation in PM&R,https://unm.csod.com/ux/ats/careersite/18/home/requisition/34989?c=unm,NM,Faculty,University of New Mexico,"Albuquerque, NM",,Orthopedics & Rehabilitation in PM&R,Orthopedics & Rehabilitation in PM&R,
Clinician Educator Assistant Professor of Orthopedics & Rehabilitation in PM&R,https://unm.csod.com/ux/ats/careersite/18/home/requisition/34987?c=unm,NM,Faculty,University of New Mexico,"Albuquerque, NM",,Orthopedics & Rehabilitation in PM&R,Orthopedics & Rehabilitation in PM&R,
Clinician Educator Assistant Professor of Orthopedics & Rehabilitation in PM&R,https://unm.csod.com/ux/ats/careersite/18/home/requisition/34986?c=unm,NM,Faculty,University of New Mexico,"Albuquerque, NM",,Orthopedics & Rehabilitation in PM&R,Orthopedics & Rehabilitation in PM&R,
"Clinician Educator- Assistant Professor of Internal Medicine, Endocrinology",https://unm.csod.com/ux/ats/careersite/18/home/requisition/35010?c=unm,NM,Faculty,University of New Mexico,"Albuquerque, NM",,"Internal Medicine, Endocrinology","Internal Medicine, Endocrinology",
Clinician or Clinical Assistant Professor- Business Education - Creating a Pool,https://jobsearch.illinoisstate.edu/en-us/job/520596/clinician-or-clinical-assistant-professor-business-education-creating-a-pool,IL,Faculty,Illinois State University,"Normal, IL",,Creating a Pool,Creating a Pool,
Clinician or Clinical Assistant Professor- English - Creating a Pool,https://jobsearch.illinoisstate.edu/en-us/job/519938/clinician-or-clinical-assistant-professor-english-creating-a-pool,IL,Faculty,Illinois State University,"Normal, IL",,Creating a Pool,Creating a Pool,
CLS Seminar Non-Tenure Track Faculty (Applicant Pool),https://jobs.montana.edu/postings/50027,MT,Faculty,Montana State University,"Bozeman, MT",,,,
CNA Clinical Instructor,https://apply.interfolio.com/178315,MT,Faculty,University of Montana,"Missoula, MT","We are recruiting qualified RNs and LPNs to serve as CNA Instructors. This position offers exceptional flexibility. Choose what works for you. participate in one or multiple instructional components: Responsibilities may include: Leading 6-hour skills lab days Supervising 12-hour clinical shifts Proctoring testing sessions ( 3–6 hours ) Instructors may choose to support one area or engage in all aspects of the program. This is an excellent opportunity for a nurse who enjoys teaching, mentoring, and supporting workforce development while maintaining schedule flexibility. Whether you’re looking to step into education part-time, stay connected to the profession, or give back by mentoring future caregivers, we would love to talk with you. &nbsp; Join us in preparing the next generation of healthcare professionals. The CNA Clinical Instructor bridges nursing theory and hands-on practice by directly supervising and teaching nursing assistant students in classroom skills labs and clinical settings, including hospitals, skilled nursing facilities (SNFs), and assisted living environments. The Instructor provides comprehensive skills training, assigns and oversees patient care experiences, evaluates student performance, and ensures a safe and supportive learning environment. This role fosters critical thinking, professional communication, and clinical competence while coordinating closely with clinical site staff and program leadership to ensure students meet state certification requirements. The Instructor mentors students, delivers constructive feedback, and manages student groups to support high-quality patient care and positive patient outcomes. Skills labs are located at Bitterroot College in Hamilton, MT as well as some local high schools in Missoula and Ravalli County, examples could include locations like Big Sky and Stevensville High School, Missoula College, and other local skilled nursing facilities. Clinical Locations include, but are not limited to: Hamilton&nbsp",,,
CNC Machine Non-Tenure Track Faculty - Gallatin College (Applicant Pool),https://jobs.montana.edu/postings/49993,MT,Faculty,Montana State University,"Bozeman, MT",,Gallatin College (Applicant Pool),Gallatin College (Applicant Pool),
Coastal Science and Policy Program: Lecturer Pool,https://recruit.ucsc.edu/JPF01944,UC,Faculty,UC Santa Cruz,"Santa Cruz, CA",,,,California Public
Collat School of Business-Assistant Professor of Teaching-MIDE,https://uab.peopleadmin.com/postings/27008,AL,Faculty,University of Alabama at Birmingham,"Birmingham, AL",,Teaching-MIDE,Teaching-MIDE,Alabama
Collat School of Business-Assistant/Associate Professor-Distribution/Marketing,https://uab.peopleadmin.com/postings/26590,AL,Faculty,University of Alabama at Birmingham,"Birmingham, AL",,,,Alabama
Collat School of Business-Instructor-Quantitative Methods (Business Analytics Focus),https://uab.peopleadmin.com/postings/26653,AL,Faculty,University of Alabama at Birmingham,"Birmingham, AL",,,,Alabama
Collections Specialist/Professor of Legal Research,https://explore.jobs.ufl.edu/en-us/job/538599/collections-specialistprofessor-of-legal-research,FL,Faculty,University of Florida,"Gainesville, FL",,Legal Research,Legal Research,Florida
College 1 Lecturer Pool,https://recruit.ucsc.edu/JPF02023,UC,Faculty,UC Santa Cruz,"Santa Cruz, CA",,,,California Public
College Fellows (in multiple areas) — Faculty of Arts and Sciences,https://academicpositions.harvard.edu/postings/15993,MA,Faculty,Harvard University,"Harvard University, MA",,Faculty of Arts and Sciences,Faculty of Arts and Sciences,Massachusetts Private
College Nine: Elective Courses Lecturer Pool,https://recruit.ucsc.edu/JPF02024,UC,Faculty,UC Santa Cruz,"Santa Cruz, CA",,,,California Public
College of Arts and Sciences-Assistant Professor-Chemistry,https://uab.peopleadmin.com/postings/26790,AL,Faculty,University of Alabama at Birmingham,"Birmingham, AL",,,,Alabama
College of Arts and Sciences-Assistant Professor-Computer Science,https://uab.peopleadmin.com/postings/26517,AL,Faculty,University of Alabama at Birmingham,"Birmingham, AL",,,,Alabama
College of Arts and Sciences-Assistant Professor-Philosophy,https://uab.peopleadmin.com/postings/26578,AL,Faculty,University of Alabama at Birmingham,"Birmingham, AL",,,,Alabama
College of Arts and Sciences-Assistant Professor-Physics,https://uab.peopleadmin.com/postings/26579,AL,Faculty,University of Alabama at Birmingham,"Birmingham, AL",,,,Alabama
College of Arts and Sciences-Credentialed Course Instructor-African American Studies-Spring 2026,https://uab.peopleadmin.com/postings/27022,AL,Faculty,University of Alabama at Birmingham,"Birmingham, AL",,,,Alabama
College of Arts and Sciences-Professor and Chair-Tenured-World Languages and Literatures,https://uab.peopleadmin.com/postings/26634,AL,Faculty,University of Alabama at Birmingham,"Birmingham, AL",,,,Alabama
"College of Education: Open-rank Teaching Professor – Education Policy, Organization & Leadership — of Education: Open-rank Teaching Professor – Education Policy, Organization & Leadership U",https://illinois.csod.com/ux/ats/careersite/1/home/requisition/16251?c=illinois,IL,Faculty,University of Illinois Urbana-Champaign,"Champaign, IL",,Organization & Leadership U,Organization & Leadership U,
College of Engineering Non-Tenure Track Faculty (Applicant Pool),https://jobs.montana.edu/postings/50007,MT,Faculty,Montana State University,"Bozeman, MT",,,,
College of Medicine Available Faculty Positions,https://www.southalabama.edu/departments/academicaffairs/healthsciences.html,AL,Faculty,University of South Alabama,"Mobile, AL",,,,Alabama
College of Nursing Non-Tenure Track Faculty (Applicant Pool),https://jobs.montana.edu/postings/49968,MT,Faculty,Montana State University,"Bozeman, MT",,,,
College Writing Non-Tenure Track Faculty (Applicant Pool),https://jobs.montana.edu/postings/50030,MT,Faculty,Montana State University,"Bozeman, MT",,,,
College Writing Program Lecturers (Full-Time/AY),https://apol-recruit.ucsd.edu/JPF04387,UC,Faculty,UC San Diego,"San Diego, CA",,,,California Public
College Writing Program Lecturers (Part-Time/AY),https://apol-recruit.ucsd.edu/JPF04445,UC,Faculty,UC San Diego,"San Diego, CA",,,,California Public
Commercial Music Lecturer,https://www.jobs.cmich.edu/postings/44507,MI,Faculty,Central Michigan University,"Mount Pleasant, MI",,,,
Communication Studies Program: Lecturer,https://gettysburg.peopleadmin.com/postings/6107,PA,Faculty,Gettysburg College,"Gettysburg, PA",,,,
Communications Faculty,https://jobs.vccs.edu/postings/93952,VA,Faculty,Central Virginia Community College,"Central Virginia Community College, VA",,,,
